location,country,date,current_infected,cumulative_infected,new_infected,deaths,recovered,recovery_rate,mortality_rate,population_impact_percentage
Chicago,India,2024-03-31,197041,199730,38106,1592,1097,0.54924147599259,0.797076052671106,6.494851562741346
Chicago,India,2024-04-01,49414,53138,951,2299,1425,2.6816967142158155,4.326470698934849,1.4947175189793231
Chicago,India,2024-04-02,119307,326819,91801,9686,197826,60.53075249602992,2.963719979560552,5.1708496218284505
Chicago,India,2024-04-03,185489,236315,141384,5555,45271,19.15705731756342,2.3506760044855386,5.129814268227322
Chicago,International,2024-04-04,719,3549,181,155,2675,75.37334460411384,4.367427444350521,0.04598728242372285
Chicago,India,2024-04-05,85447,88892,10314,1664,1781,2.0035548755793546,1.8719344822931199,1.585659920435163
Chicago,International,2024-04-06,33900,155267,27505,6388,114979,74.05243870236431,4.114203275647755,5.584089335647045
Chicago,India,2024-04-07,183086,234441,111246,6284,45071,19.224879607235938,2.680418527475996,2.5866180708770488
Chicago,India,2024-04-08,41213,58028,2204,404,16411,28.28117460536293,0.6962156200454953,1.3495950842624767
Chicago,International,2024-04-09,22659,97693,6899,851,74183,75.93481620996386,0.8710961890821246,2.9283217176242147
Chicago,India,2024-04-10,736795,764669,210173,19205,8669,1.133693140430696,2.5115442106323127,9.584567906727983
Chicago,India,2024-04-11,13501,34714,12004,1256,19957,57.489773578383364,3.61813677478827,3.935305634059881
Chicago,India,2024-04-12,57004,62897,17910,360,5533,8.796921951762405,0.572364341701512,7.6839814940376066
Chicago,India,2024-04-13,23937,216551,20186,6586,186028,85.90493694326048,3.0413159024894827,8.28381112462306
Chicago,International,2024-04-14,67741,125869,20583,5966,52162,41.44149870103044,4.739848572722433,1.4071354755679453
Chicago,International,2024-04-15,7732,263916,4082,1501,254683,96.5015383682687,0.5687415692871974,3.641901992547456
Chicago,International,2024-04-16,16507,132087,9053,5735,109845,83.1610983669854,4.341835305518332,4.718285961271241
Chicago,International,2024-04-17,213839,458594,153820,8905,235850,51.42893278150172,1.9418047335987825,8.561964998542804
Chicago,International,2024-04-18,128520,295618,90589,12459,154639,52.310414115513936,4.214560683043658,3.1888375906109765
Chicago,India,2024-04-19,585729,829215,170493,11577,231909,27.967294368770464,1.3961397225086376,9.569658223277138
Chicago,International,2024-04-20,210130,596663,137514,9068,377465,63.26267926786142,1.519785875779125,9.283939360462313
Chicago,India,2024-04-21,191370,513469,182380,705,321394,62.59267842849325,0.13730137554555388,5.880482148481118
Chicago,International,2024-04-22,25726,34962,16080,597,8639,24.709684800640698,1.7075682169212287,1.7517269506513236
Chicago,India,2024-04-23,19779,250847,4709,11417,219651,87.56373406897431,4.551379924814728,4.643675769256259
Chicago,International,2024-04-24,36692,74495,23405,3635,34168,45.86616551446406,4.879522115578227,6.168484628677843
Chicago,India,2024-04-25,361205,558715,164447,13999,183511,32.84518940783763,2.5055708187537475,7.725933230203813
Chicago,India,2024-04-26,34547,301560,6864,13304,253709,84.1321793341292,4.41172569306274,3.9722030091321416
Chicago,International,2024-04-27,32519,268510,9179,11000,224991,83.79240996610928,4.096681687832855,9.36087967377242
Chicago,India,2024-04-28,23983,39834,2958,1395,14456,36.29060601496209,3.502033438770899,4.095186300443198
Chicago,India,2024-04-29,3085,69435,2336,1264,65086,93.73658817599193,1.8204075754302587,2.7203072789522618
Chicago,India,2024-04-30,212172,367600,53058,17135,138293,37.62051142546246,4.661316648531012,4.542326051525003
Chicago,India,2024-05-01,72903,80739,17304,1348,6488,8.035769578518435,1.669577279877135,4.197362709344368
Chicago,India,2024-05-02,57772,70433,39584,1277,11384,16.162878196300028,1.813070577712152,6.814028386867083
Chicago,India,2024-05-03,20164,150966,10721,344,130458,86.41548428122888,0.22786587708490655,3.884122120631984
Chicago,International,2024-05-04,86659,111535,27139,4625,20251,18.15663244721388,4.146680414219752,1.2988366541287715
Chicago,International,2024-05-05,2779,19900,46,702,16419,82.50753768844221,3.527638190954774,0.6363880278462933
Chicago,International,2024-05-06,3589,4658,836,60,1009,21.661657363675396,1.2881064834693001,0.669470259020889
Chicago,International,2024-05-07,20621,60275,20522,2013,37641,62.44877644131066,3.3396930734135215,1.5919024918457088
Chicago,International,2024-05-08,80438,552149,24591,4881,466830,84.5478303863631,0.8840005143539152,6.685923873689513
Chicago,India,2024-05-09,9663,26664,9440,4,16997,63.74512451245125,0.015001500150015003,0.8236801239597811
Chicago,India,2024-05-10,107509,202125,103177,1926,92690,45.85776128633272,0.9528756957328386,7.290091354718083
Chicago,International,2024-05-11,17949,38500,3145,1499,19052,49.48571428571429,3.8935064935064934,4.048302026464329
Chicago,International,2024-05-12,27045,76162,11065,3397,45720,60.02993618865051,4.460229510779653,1.0995337787367647
Chicago,India,2024-05-13,305116,363477,93673,10093,48268,13.27951974953023,2.7767919290629117,5.472728354065018
Chicago,International,2024-05-14,3707,22362,3615,460,18195,81.3657096860746,2.0570610857705036,3.8459355571034233
Chicago,International,2024-05-15,50533,431362,47193,1533,379296,87.92985937565201,0.35538596352947177,6.569388309266044
Chicago,India,2024-05-16,14081,235017,9887,10473,210463,89.55224515673335,4.4562733759685464,2.366081424362553
Chicago,India,2024-05-17,105198,107216,93773,2540,-522,-0.48686763169676167,2.369049395612595,1.310619802539118
Chicago,India,2024-05-18,136269,532924,104767,24968,371687,69.74484166597864,4.685095811034969,5.458302658009158
Chicago,India,2024-05-19,9675,21518,6694,578,11265,52.35151965796078,2.6861232456548008,0.25954072701557473
Chicago,India,2024-05-20,229582,385054,88359,5371,150101,38.98180514940762,1.3948692910604747,9.394982123978316
Chicago,International,2024-05-21,528897,922189,38117,26876,366416,39.73328677743933,2.9143700477884686,9.458924014558013
Chicago,India,2024-05-22,80730,182021,59069,6112,95179,52.290120370726456,3.3578543135132763,3.948060793121623
Chicago,International,2024-05-23,177936,392060,40488,320,213804,54.53348977197368,0.08162016017956435,6.394315931658485
Chicago,International,2024-05-24,3827,8728,1140,390,4511,51.68423464711274,4.468377635197067,0.5705190429033197
Chicago,International,2024-05-25,55255,578473,8199,28253,494965,85.56406262695062,4.8840654620008195,6.527617964978513
Chicago,India,2024-05-26,57134,124060,42260,275,66651,53.72481057552797,0.22166693535386103,5.62454124353774
Chicago,International,2024-05-27,188506,425711,127224,5545,231660,54.41719852200202,1.3025268315829281,8.303126298853721
Chicago,International,2024-05-28,324291,492682,228425,13229,155162,31.493336472613166,2.6850991105824855,5.68400704025813
Chicago,International,2024-05-29,129256,135278,86986,5,6017,4.447877703691657,0.003696092491018495,2.234523367863683
Chicago,India,2024-05-30,386897,520723,206503,19511,114315,21.953130551175963,3.7469057445129175,8.973881076080572
Chicago,India,2024-05-31,75799,248662,63072,3283,169580,68.19699029204301,1.3202660639743908,8.865672908288836
Chicago,International,2024-06-01,31043,71287,17384,1160,39084,54.82626565853521,1.6272251602676504,3.6343753266053693
Chicago,International,2024-06-02,34993,60528,6717,126,25409,41.97891884747555,0.20816812053925457,1.4566001593096263
Chicago,India,2024-06-03,39665,54815,9041,2378,12772,23.300191553406915,4.338228587065585,0.9335830154825073
Chicago,India,2024-06-04,539049,921171,195015,12312,369810,40.1456407116594,1.3365596615612085,9.362588107349943
Chicago,India,2024-06-05,269111,789999,33434,4547,516341,65.3597029869658,0.5755703488232263,9.434390834346337
Chicago,International,2024-06-06,120961,228561,57990,3405,104195,45.58739242477938,1.489755470093323,8.31194079840977
Chicago,India,2024-06-07,551105,573481,367869,22898,-522,-0.09102306789588496,3.9928088288888386,7.282839423627024
Chicago,India,2024-06-08,109234,305927,73102,12179,184514,60.31308122525962,3.981015078760619,4.684079882312736
Chicago,India,2024-06-09,136208,815457,64189,25580,653669,80.15983675411456,3.1368913382312007,9.327135503374475
Chicago,India,2024-06-10,32129,371543,27621,16887,322527,86.80744893592397,4.545099759650969,6.068663513178011
Chicago,India,2024-06-11,215242,491770,89433,33,276495,56.224454521422615,0.006710454074059011,5.035178261610771
Chicago,India,2024-06-12,19003,33246,9213,202,14041,42.23365216868194,0.6075918907537748,3.64331740674177
Chicago,International,2024-06-13,121238,137921,63108,838,15845,11.488460785522147,0.6075942024782303,9.793856160881669
Chicago,International,2024-06-14,37286,48103,31479,1664,9153,19.027919256595222,3.4592437062137495,2.6976100441292505
Chicago,International,2024-06-15,118290,197469,57630,9173,70006,35.451640510662436,4.6452860955390465,6.089112345570516
Chicago,India,2024-06-16,28763,124395,7192,3243,92389,74.27067004300815,2.6070179669600866,1.2749542089580201
Chicago,India,2024-06-17,11692,144296,3719,5581,127023,88.02946720629816,3.8677440816100237,6.953970475408382
Chicago,India,2024-06-18,288993,454556,109625,22042,143521,31.57388748581033,4.849127500241995,8.301291920012067
Chicago,International,2024-06-19,11708,12470,2092,616,146,1.1708099438652766,4.939855653568564,0.6845314555103958
Chicago,International,2024-06-20,283259,284384,51848,12931,-11806,-4.151429053673906,4.547020929447507,4.775165859874579
Chicago,India,2024-06-21,8907,11462,7398,550,2005,17.49258419124062,4.798464491362764,0.13693767830302414
Chicago,International,2024-06-22,416104,491488,159290,14371,61013,12.413934826486098,2.923977798033726,6.129038171434443
Chicago,India,2024-06-23,161420,309517,24940,7048,141049,45.57067947802544,2.2770962499636527,9.709788937409025
Chicago,India,2024-06-24,190453,978977,107092,35506,753018,76.91886530531362,3.6268472088721184,9.875674542576052
Chicago,International,2024-06-25,36249,102233,23050,4357,61627,60.280926902272256,4.261833263232029,2.589487036734024
Chicago,India,2024-06-26,47887,80914,36381,3796,29231,36.12601033195739,4.691400746471562,8.281256076817108
Chicago,India,2024-06-27,1532,9497,1235,4,7961,83.82647151732125,0.04211856375697589,0.9484177392165791
Chicago,India,2024-06-28,30692,49657,2558,1826,17139,34.514771331332945,3.677225768773788,3.1178617936511324
Houston,International,2024-01-01,494408,601127,137913,16644,90075,14.98435438767515,2.768799272034029,7.13262491232937
Houston,International,2024-01-02,892,143598,0,1760,140946,98.15317762085823,1.225643811195142,2.1792864437237722
Houston,International,2024-01-03,81315,368560,33018,203,287042,77.88202734968526,0.055079227262860866,3.9589147658197077
Houston,International,2024-01-04,66037,71276,42855,824,4415,6.1942308771536005,1.1560693641618496,3.625548529785034
Houston,India,2024-01-05,354986,500043,226998,9148,135909,27.179462566219303,1.829442667930558,5.860671699456844
Houston,International,2024-01-06,91861,106273,19232,3925,10487,9.867981519294647,3.693318152305854,3.7105354304755997
Houston,International,2024-01-07,144204,349109,120794,6322,198583,56.88280737534696,1.81089573743444,8.994937611628652
Houston,International,2024-01-08,28674,416638,18483,19881,368083,88.34599820467648,4.771768297658879,7.446570457505873
Houston,India,2024-01-09,360889,561126,281720,14536,185701,33.09434957567463,2.590505519259489,7.714267213628832
Houston,International,2024-01-10,374980,592262,219176,22502,194780,32.88747209849695,3.7993320523687153,6.499873791415621
Houston,India,2024-01-11,34378,61553,7542,2864,24311,39.49604405959092,4.652900752197294,0.6400836737327559
Houston,International,2024-01-12,48304,432298,20321,20286,363708,84.13363004223939,4.6925963108781445,8.83785818228356
Houston,India,2024-01-13,147053,319599,17706,7955,164591,51.49922246314913,2.489056599050685,8.145590395309593
Houston,India,2024-01-14,277873,409273,167143,10027,121373,29.655755449296677,2.449953942722828,9.604901099133203
Houston,International,2024-01-15,143037,494272,250,6902,344333,69.66467855755536,1.3963971254693772,6.2200964163268475
Houston,International,2024-01-16,460976,833662,127131,28740,343946,41.25724814133306,3.4474403295340315,8.712795831295779
Houston,India,2024-01-17,80097,186758,32360,8819,97842,52.389723599524515,4.722153803317662,2.6495212977629348
Houston,International,2024-01-18,25700,184026,3807,6564,151762,82.46769478225903,3.5668872876658737,5.658666422312413
Houston,India,2024-01-19,7365,113352,5092,1072,104915,92.55681417178347,0.9457265862093303,2.0319509916767666
Houston,International,2024-01-20,84258,400907,36391,16279,300370,74.922612975079,4.060542719383797,4.139206657305691
Houston,International,2024-01-21,64111,73457,61932,514,8832,12.02336060552432,0.6997290932109942,7.806767700384722
Houston,International,2024-01-22,116849,241526,21820,8632,116045,48.04658711691495,3.573942349891937,6.779797088341493
Houston,International,2024-01-23,300692,412797,179774,12795,99310,24.057829877639612,3.0995864795529036,8.434493159490518
Houston,India,2024-01-24,85634,268824,5468,1348,181842,67.64351397196678,0.5014433235127816,6.234094390789948
Houston,India,2024-01-25,57032,123834,55895,6155,60647,48.97443351583571,4.970363551205646,3.895861201961616
Houston,India,2024-01-26,11842,575530,7027,14591,549097,95.407189894532,2.5352283981721198,7.624269108495842
Houston,India,2024-01-27,9620,61910,8733,1247,51043,82.4471006299467,2.014214181876918,7.712854092384817
Houston,International,2024-01-28,21829,40940,11580,672,18439,45.0390815828041,1.6414264777723497,2.7327711594519237
Houston,International,2024-01-29,43833,49240,2139,2042,3365,6.833874898456539,4.147034930950447,1.0827915527305632
Houston,International,2024-01-30,209853,276008,97025,12992,53163,19.261398220341437,4.707109938842352,7.9061668318988545
Houston,International,2024-01-31,1409,40625,144,1433,37783,93.00430769230769,3.527384615384616,1.4509394944837513
Houston,India,2024-02-01,578313,860981,361599,25987,256681,29.81262071985328,3.018301216867736,8.981674684283517
Houston,International,2024-02-02,17455,601712,10433,22109,562148,93.42476134762146,3.6743491903103145,6.719588466079318
Houston,India,2024-02-03,7977,76840,3079,1166,67697,88.10124934929723,1.517438833940656,7.00911348944209
Houston,India,2024-02-04,155110,238541,56093,2479,80952,33.9363044508072,1.0392343454584327,3.6621215038124038
Houston,India,2024-02-05,4083,343467,3882,692,338692,98.60976454797695,0.20147495974868038,6.216138247166544
Houston,International,2024-02-06,120183,126982,68696,2102,4697,3.698949457403412,1.65535272715818,2.931702429271311
Houston,International,2024-02-07,1856,11327,1083,485,8986,79.33256819987639,4.281804537829964,0.6506356147607606
Houston,India,2024-02-08,81682,829827,50744,8701,739444,89.10821171159772,1.048531802411828,9.060447530928226
Houston,International,2024-02-09,81963,124072,378,4082,38027,30.64913920949126,3.290025146689019,1.3727970817993298
Houston,International,2024-02-10,13949,39172,10344,1520,23703,60.51005820484019,3.880322679464924,1.0983467878852116
Houston,International,2024-02-11,17543,234255,5082,8410,208302,88.92104757635909,3.5901048003244327,2.347170875302208
Houston,International,2024-02-12,252071,413211,208862,15557,145583,35.2321211197185,3.7649046128975265,9.190940714004979
Houston,International,2024-02-13,42297,72250,24775,2924,27029,37.410380622837366,4.047058823529412,1.408799213646302
Houston,India,2024-02-14,71340,116110,54271,2991,41779,35.98225820342778,2.576005512014469,2.062564027682519
Houston,India,2024-02-15,20575,20771,8837,625,-429,-2.0653796158105053,3.0090029367868665,2.354518826175276
Houston,India,2024-02-16,307071,539794,3068,4554,228169,42.269643604782566,0.8436551721582678,6.3013618353860075
Houston,International,2024-02-17,95678,126141,25581,1106,29357,23.2731625720424,0.8767966006294543,9.201132954368898
Houston,International,2024-02-18,525173,869423,196126,21384,322866,37.1356635377716,2.459562261407853,9.048438358285784
Houston,India,2024-02-19,264546,330851,165902,2180,64125,19.38183653668872,0.6589068795318739,8.353452084885058
Houston,International,2024-02-20,193197,354796,154619,4076,157523,44.39818938206744,1.1488291863493387,6.279296264891595
Houston,India,2024-02-21,220181,308694,149248,8625,79888,25.879349776801625,2.7940290384652764,5.838285980578764
Houston,International,2024-02-22,128133,156353,41090,3460,24760,15.835960934551943,2.21294122914175,1.996519597439907
Houston,International,2024-02-23,283991,382866,67726,13595,85280,22.274111569060715,3.550850689275099,8.624046264492286
Houston,India,2024-02-24,320678,663447,54455,8972,333797,50.31253438481145,1.3523310829651805,7.206112922890605
Houston,International,2024-02-25,84631,695266,12990,26389,584246,84.03201076997868,3.795525741227099,8.253847730015583
Houston,India,2024-02-26,155406,249973,27394,7117,87450,34.98377824805079,2.8471074876086617,4.009625423642631
Houston,International,2024-02-27,12583,28732,9037,416,15733,54.75776138103856,1.4478630098844494,3.803995969872013
Houston,India,2024-02-28,1740,24656,858,34,22882,92.80499675535367,0.13789746917585985,0.4684986173628369
Houston,India,2024-02-29,90874,100961,44012,1129,8958,8.87273303552857,1.1182535830667286,4.101723023495701
Houston,India,2024-03-01,52977,543376,29308,9948,480451,88.41962103589411,1.8307764789022702,7.407945665758196
Houston,International,2024-03-02,170935,432898,58571,18627,243336,56.21093190543731,4.302861182079843,8.583542404065234
Houston,India,2024-03-03,45417,74596,23810,3301,25878,34.690868143063966,4.425170250415572,2.230141409309695
Houston,India,2024-03-04,280965,342227,268788,5023,56239,16.4332446008059,1.467739249094899,3.7817666263877308
Houston,International,2024-03-05,23097,329353,12394,13805,292451,88.79560835941983,4.19155131424338,7.798294169765672
Houston,India,2024-03-06,1326,11467,178,337,9804,85.49751460713352,2.938868056161158,2.025034348057966
Houston,International,2024-03-07,264694,390129,21543,9158,116277,29.804756888106244,2.347428671029326,5.341850996576184
Houston,India,2024-03-08,174311,220909,64782,8158,38440,17.400830206102967,3.6929233304211238,3.6081708919528324
Houston,International,2024-03-09,42619,206492,34224,4402,159471,77.22865776882398,2.131801716289251,4.1439992165230155
Houston,India,2024-03-10,34994,436132,13711,6620,394518,90.45839333045959,1.5178890794530098,4.913789655434657
Houston,India,2024-03-11,371707,387995,78138,7375,8913,2.297194551476179,1.9007976906918904,4.00011753074099
Houston,India,2024-03-12,112354,274131,57588,5788,155989,56.903086480551266,2.111399294497886,6.371417441717768
Houston,International,2024-03-13,116140,595491,46891,17069,462282,77.63039239887758,2.8663741349575393,6.995156177591551
Houston,India,2024-03-14,150996,490064,98514,12663,326405,66.60456593424531,2.5839482190081293,4.99786241804576
Houston,International,2024-03-15,91757,143411,15625,4920,46734,32.58745842369135,3.430699179281924,2.983608678764265
Houston,India,2024-03-16,182411,265033,91417,2971,79651,30.05323865329978,1.120992480181713,7.357598911988256
Houston,India,2024-03-17,8480,816424,1023,35557,772387,94.60611153028329,4.355212487628977,8.472677663112412
Houston,International,2024-03-18,95526,285068,94824,2927,186615,65.46332804804467,1.026772559529656,4.6034500522084345
Houston,International,2024-03-19,378271,411674,216655,12558,20845,5.063472553525362,3.050471975398009,5.514679189364637
Houston,India,2024-03-20,295656,678033,35266,21369,361008,53.24342620491923,3.151616514240457,7.172962927425103
Houston,India,2024-03-21,27117,40538,4565,565,12856,31.713454043120038,1.393754008584538,1.3985237153577486
Houston,International,2024-03-22,30216,40110,6484,704,9190,22.911992021939668,1.7551732734978807,0.9836897808831626
Houston,International,2024-03-23,151763,208165,74654,7681,48721,23.4049912329162,3.6898614080176784,3.8256735934885717
Houston,India,2024-03-24,232845,369742,40653,17329,119568,32.338225032590294,4.68678159365179,6.938469131354302
Houston,International,2024-03-25,108847,155001,61790,7692,38462,24.81403345784866,4.962548628718524,1.594314074966427
Houston,India,2024-03-26,227563,274857,32150,8592,38702,14.08077654926016,3.125989150722012,7.310254069076086
Houston,International,2024-03-27,198299,199235,47811,6322,-5386,-2.703340276557834,3.1731372499811785,4.6702595406462715
Houston,International,2024-03-28,33075,115677,16372,4423,78179,67.58387579207621,3.8235777207223562,6.085383810502294
Houston,India,2024-03-29,46650,214071,15927,7908,159513,74.5140630912174,3.694101489692672,9.569181006737331
Houston,International,2024-03-30,167382,213222,147089,4634,41206,19.32539794205101,2.1733217022633684,6.220557872788714
Houston,International,2024-03-31,14271,24458,12042,265,9922,40.56750347534549,1.0834900646005396,4.738021762587489
Houston,India,2024-04-01,53950,66824,53579,2844,10030,15.009577397342271,4.255955943972226,1.5659689983881935
Houston,India,2024-04-02,19883,23114,16614,835,2396,10.366011940815092,3.6125292030803844,1.643715989998606
Houston,International,2024-04-03,88045,276297,35026,5746,182506,66.05428216737785,2.0796461778448556,9.506241226500785
Houston,International,2024-04-04,76395,162428,17325,3109,82924,51.05277415223976,1.9140788533996602,3.5762944879074268
Houston,International,2024-04-05,348602,540511,119967,9149,182760,33.81244785027502,1.692657503732579,5.683132836557372
Houston,India,2024-04-06,9587,115727,3000,3134,103006,89.00775100019874,2.7080975053358336,4.924792096297438
Houston,International,2024-04-07,69486,97169,35714,1137,26546,27.319412569852524,1.1701262748407415,1.566115342834026
Houston,India,2024-04-08,52143,245539,20213,6863,186533,75.96878703586802,2.795075324082936,5.122337668027191
Houston,India,2024-04-09,238899,386627,116221,7134,140594,36.36424771161869,1.8451892909703667,5.555853335140129
Houston,International,2024-04-10,65313,70126,63874,1020,3793,5.4088355246271,1.454524712660069,8.096428385875182
Houston,India,2024-04-11,133948,217989,109113,227,83814,38.448729064310584,0.10413369481946336,5.79782033509901
Houston,International,2024-04-12,51815,132481,22275,5188,75478,56.97269797178463,3.9160332425026985,4.038767977762555
Houston,India,2024-04-13,93246,151145,50078,625,57274,37.893413609447876,0.41351020543187006,4.908541892372884
Houston,India,2024-04-14,185956,310929,21510,2280,122693,39.46013398557227,0.7332863772758411,3.452208196814139
Houston,International,2024-04-15,307991,764312,157289,34637,421684,55.17170998231089,4.531788065606715,8.416369763870742
Houston,India,2024-04-16,128510,289274,12954,12322,148442,51.31536190601298,4.2596292788152414,7.174728399844637
Houston,International,2024-04-17,14765,294006,6734,11602,267639,91.03181567723108,3.946177969157092,5.215319101833946
Houston,India,2024-04-18,83240,126638,57482,2236,41162,32.50367188363683,1.7656627552551367,1.49357730387112
Houston,India,2024-04-19,185526,395047,73277,7157,202364,51.22529724311284,1.8116831668130626,5.313279412429281
Houston,India,2024-04-20,43135,123726,19044,5297,75294,60.855438630522286,4.281234340397329,5.361732554738199
Houston,India,2024-04-21,127165,259008,40509,2930,128913,49.771821719792435,1.1312391895231035,6.484489030536243
Houston,India,2024-04-22,569563,698441,107086,21476,107402,15.377390502562136,3.0748481260407106,7.089247925090618
Houston,International,2024-04-23,465400,581457,392564,3424,112633,19.37082191804381,0.588865556696368,9.114188933945066
Houston,International,2024-04-24,191685,251353,188904,9544,50124,19.94167565137476,3.7970503634331,3.0965621855813414
Houston,International,2024-04-25,55270,58443,30212,600,2573,4.402580291908355,1.0266413428468764,5.121242074049149
Houston,India,2024-04-26,648593,724511,70089,1262,74656,10.304329402866209,0.17418645127541196,8.046655901674358
Houston,International,2024-04-27,99482,145819,79699,337,46000,31.54595765983857,0.2311084289427304,3.757926245488435
Houston,International,2024-04-28,198982,254683,134634,2957,52744,20.709666526623295,1.1610511891253048,3.9456764769310473
Houston,International,2024-04-29,526586,556307,444189,3801,25920,4.6592978337500695,0.6832558281668215,5.714459753575627
Houston,India,2024-04-30,414691,572893,113939,24423,133779,23.351480992087527,4.263099741138397,7.981349966619746
Houston,International,2024-05-01,7360,19617,6453,167,12090,61.63021868787276,0.8513024417596983,1.4691278696185524
Houston,India,2024-05-02,31298,268538,7466,2596,234644,87.37832262100709,0.9667160699789229,5.765250741110963
Houston,International,2024-05-03,109515,676141,41647,4656,561970,83.11432082953112,0.6886137654719947,9.574738045331179
Houston,India,2024-05-04,103152,129100,90803,5789,20159,15.615027110766846,4.484120836560805,1.410840764927045
Houston,International,2024-05-05,12217,37472,11560,1120,24135,64.40809137489325,2.9888983774551665,0.4269319891599015
Houston,India,2024-05-06,167978,170731,127347,6212,-3459,-2.0259941076898746,3.638472216527754,2.4118264551783333
Houston,India,2024-05-07,78705,153792,59544,6242,68845,44.76500728256346,4.058728672492718,4.1170436268704345
Houston,India,2024-05-08,15517,41033,477,53,25463,62.05493139668072,0.12916433114810033,3.829394872924341
Houston,International,2024-05-09,47496,220100,25535,10244,162360,73.7664697864607,4.654248069059518,2.7161073061065277
Houston,International,2024-05-10,9193,67391,3635,458,57740,85.67909661527504,0.6796159724592304,6.149947344309809
Houston,India,2024-05-11,44859,78152,9957,3440,29853,38.19863855051694,4.401678779813696,1.952184079628088
Houston,International,2024-05-12,47225,95850,4675,1986,46639,48.65832029212311,2.0719874804381844,1.3199230437356535
Houston,International,2024-05-13,22330,117299,14686,3016,91953,78.39197265108825,2.57120691565998,2.9211962612353704
Houston,International,2024-05-14,198990,218747,187730,9850,9907,4.5289763973905925,4.502918897173447,8.705887409741097
Houston,India,2024-05-15,61831,108146,27075,3423,42892,39.661198749838185,3.1651656094538865,5.171977604962986
Houston,India,2024-05-16,11948,45061,10429,1463,31650,70.23812165730898,3.2467100153125763,6.298678788488742
Houston,International,2024-05-17,259531,638674,148559,19788,359355,56.265794442861306,3.0982942784581806,6.399514070035198
Houston,International,2024-05-18,32552,138024,31828,2653,102819,74.49356633628935,1.9221294847272938,2.7386676079695653
Houston,India,2024-05-19,11047,40528,6386,276,29205,72.06129095933676,0.6810106592972759,1.1545474978869286
Houston,International,2024-05-20,17116,17283,7586,373,-206,-1.1919226986055662,2.158190129028525,1.4730850661239017
Houston,India,2024-05-21,142359,269439,67982,9049,118031,43.80620474393091,3.358459614235504,4.1804670119060905
Houston,India,2024-05-22,90675,131619,81334,4472,36472,27.710284989249274,3.3976857444593866,3.2216721638507617
Houston,India,2024-05-23,40968,124947,10390,5371,78608,62.91307514386099,4.29862261598918,3.758955373404549
Houston,India,2024-05-24,453317,577089,350921,6101,117671,20.39044237543949,1.0572026151945368,9.832917302072772
Houston,International,2024-05-25,58567,87504,58053,4352,24585,28.09585847504114,4.97348692631194,2.3651724145387396
Houston,India,2024-05-26,136730,267533,29250,9048,121755,45.51027349897022,3.3820126862854303,7.087447519619873
Houston,International,2024-05-27,560513,563153,407022,8344,-5704,-1.0128686165216203,1.481657737772861,8.175959829922357
Houston,International,2024-05-28,100394,453121,3179,744,351983,77.67969262073487,0.1641945528898462,7.446674764337883
Houston,International,2024-05-29,2362,125291,1803,3071,119858,95.66369491823036,2.4510938535090308,3.4586696553780243
Houston,International,2024-05-30,104821,276594,73517,1875,169898,61.42504898877055,0.6778888912991605,7.741893227851715
Houston,India,2024-05-31,23843,39021,22813,983,14195,36.37784782552984,2.5191563517080544,0.9522663700448398
Houston,India,2024-06-01,2376,9732,335,393,6963,71.54747225647348,4.038224414303329,0.35918675866060096
Houston,India,2024-06-02,125399,220183,114834,3745,91039,41.3469704745598,1.7008579227279126,9.734973403608585
Houston,India,2024-06-03,103070,146092,86987,6490,36532,25.00616050160173,4.4424061550256,6.669171356874074
Houston,India,2024-06-04,268572,521624,14896,5296,247756,47.49704768185513,1.0152907074827844,8.081948676409388
Houston,International,2024-06-05,124992,165680,28154,1556,39132,23.619024625784647,0.9391598261709319,4.216352208940509
Houston,India,2024-06-06,232306,306356,218321,1446,72604,23.69922573737743,0.47199989554635785,8.908030853429924
Houston,India,2024-06-07,282219,296459,108694,3421,10819,3.649408518547253,1.1539538351003005,5.527411268118759
Houston,India,2024-06-08,211409,285658,193165,1458,72791,25.48186992837589,0.5104005489081349,7.7819640021031
Houston,India,2024-06-09,107984,163543,38217,6544,49015,29.970711066814232,4.001394128761243,6.3934857540941765
Houston,International,2024-06-10,8740,120689,4788,396,111553,92.43013033499324,0.3281160669157918,2.4544417547746495
Houston,International,2024-06-11,177651,192488,4494,9519,5318,2.7627696271975397,4.945243339844562,2.2549316379251367
Houston,India,2024-06-12,184626,255161,129664,1156,69379,27.190283781612397,0.45304729170993996,7.7675456314119815
Houston,International,2024-06-13,96464,123211,62265,4647,22100,17.936710196329873,3.7715788363051996,6.081373556974964
Houston,International,2024-06-14,408080,567298,254038,21089,138129,24.3485787011412,3.7174465624768644,6.683765920096139
Houston,India,2024-06-15,32727,187539,22315,4560,150252,80.1177355110137,2.431494249196167,5.543597013760633
Houston,India,2024-06-16,49304,102138,31206,4081,48753,47.732479586441876,3.995574614736924,8.845429714089745
Houston,India,2024-06-17,88428,158830,39150,4034,66368,41.78555688471951,2.5398224516778947,2.7174805706041933
Houston,International,2024-06-18,21696,28039,9965,1271,5072,18.08909019579871,4.532971931951924,0.5011609869076853
Houston,India,2024-06-19,58091,91091,36341,1563,31437,34.5116422039499,1.715866551031386,2.456592760237129
Houston,International,2024-06-20,30374,599846,4825,27533,541939,90.34635556459492,4.590011436268642,8.058267634874282
Houston,India,2024-06-21,882,929,775,9,38,4.090419806243272,0.9687836383207751,0.1693830554952859
